smiles,logP,qed,SAS
C[C@@H]1CCC[C@@H](C(=O)NC[C@@H]2CCCO2)[NH2+]1,-0.214,0.7238,4.4312
COc1ccc([C@@H](NC(=O)NCC2(SC)CCOCC2)C(C)C)cc1,3.6037,0.7544,3.2275
COCc1cc(C(=O)Nc2cccc(-c3nc(C4CC4)n[nH]3)c2)ccc1F,3.8869,0.671,2.369
COc1ccc(CNC(=O)Nc2ccc(C)c(F)c2)c(OC)c1,3.473,0.8679,1.8058
CCOC[C@@H]1CCN(C(=O)c2nc(C3CC3)n(-c3ccccc3)n2)C1,2.6433,0.8082,2.8499
O=c1c2cc3c(=O)n(-c4cc(Cl)cc(Cl)c4)ccc3nc2ccn1CCCO,3.3898,0.5076,2.5567
CCn1ccnc1SCc1cccc(NC(=O)OC(C)(C)C)c1,4.5423,0.7802,2.2066
O=C(C1CC1)N1CCC(C(=O)N(CC2CC2)C2CCCCC2)CC1,3.2063,0.7638,2.2612
Cc1nn(CSc2nnc(C)n2N)c(C)c1[N+](=O)[O-],0.7717,0.3871,2.8442
CC(C)C(=O)N1CCC([C@H](NC(=O)c2ccccc2)C(=O)NCc2ccccc2)CC1,2.996,0.714,2.5415
CCOC(=O)[C@H]1C(C)=NC(CCC(=O)Nc2ccc(F)cc2F)=C1C,3.6113,0.7768,3.0968
CC(C)N(Cc1cccc(Br)c1O)CC(F)F,3.6302,0.8744,2.6132
CC(C)c1ccc(C(=O)NNC(=O)[C@@H]2CC=CC[C@@H]2C(=O)[O-])cc1,0.9033,0.6429,3.3415
C[C@@H]1C[C@H]1C(=O)Nc1ccc(F)cc1C(=O)NCC(=O)N1CCN(c2ccc(Cl)cc2)CC1,3.1522,0.667,2.9081
CCCNC(=O)CCc1cccc(N)c1,1.7276,0.7263,1.7188
CCC(=O)[C@@H](C)c1ncnc(OC)c1[N+](=O)[O-],1.476,0.5756,3.3911
COc1ccc(SCC(=O)c2ccc(C)c(C)c2)cc1,4.287,0.5809,1.7039
CC[C@H](C)CS(=O)(=O)Cc1nc(C)c(C)s1,2.7208,0.8145,3.2443
O=c1oc2cccnc2n1CC[NH+]1CCN(c2ccc(Cl)cn2)CC1,0.443,0.7464,3.6026
CC(C)c1cccc2c1OCC[C@H]2[NH2+]C[C@H]1CN2CCN1CC2,1.1968,0.9169,4.9946
C[C@@H]1C[C@H]([NH2+]C2CCC(C[NH+](C)C)CC2)CN1C,-0.6543,0.7146,5.59
CC[C@@H]1CCCN(S(=O)(=O)c2cc(C(=O)[O-])ccc2F)C1,0.9999,0.8422,3.0153
Cc1ccc(/C=C2/SC(=O)N(Cc3cccc4ccccc34)C2=O)cc1,5.3847,0.5699,1.9803
c1cncc(-c2noc(CN3CCO[C@@H](Cn4cncn4)C3)n2)c1,0.6241,0.6854,3.0189
COc1ccc(Cl)c(C[C@H]([NH3+])C(=O)[O-])c1F,-0.6094,0.8036,3.8769
COCc1nn2c(-c3cc(OC)ccc3O)ccnc2c1-c1ccccc1,3.9239,0.5638,2.382
Cc1c(C[S@@](C)=O)cccc1NCc1ccccc1OC1CCCC1,4.807,0.7389,2.8547
C[NH2+]CC(=O)N1CC[C@@H](c2nc(C)cc(Nc3ncccc3C)n2)C1,0.7411,0.8517,3.6488
O=C1N[C@@H]2c3c(I)sc(I)c3C(=O)[C@@H]2O1,2.3031,0.6231,4.7437
COc1cccc([C@@H](NC(=O)N[C@@H](C)c2ccncc2)c2nccn2C)c1,2.9735,0.6968,3.0065
CC[C@@H](c1ccncc1)[NH+](C)CC(=O)NCc1cc(F)cc(F)c1,1.642,0.8155,3.9178
O=C(c1ccc(Oc2ccccc2)o1)N1CCc2c(c(C(=O)N3CCCC3)nn2Cc2ccncc2)C1,4.1462,0.3821,2.7241
O=C(NC1CC[NH+]([C@@H]2CCCC[C@H]2O)CC1)N1CCc2cc(F)ccc2C1,1.2442,0.7362,4.1828
CC(C)[C@H]1CSC(NCC2CCOCC2)=[NH+]1,0.2106,0.7622,4.3604
C[C@@H](NC(=O)C(C)(C)C)C(=O)N(C)CC[NH+](C)C,-0.8599,0.7062,3.9968
CC[C@@H](NC(=O)[C@H]1CCCN(C(N)=O)C1)c1ccc(Cl)cc1,2.698,0.8896,2.7486
O=C(Cn1cnc2ccccc21)N1CCCSC[C@@H]1CN1CCOCC1,1.7026,0.8219,3.0314
O=C(Nc1ccc(Cl)cc1)N1C[C@@H](O)[C@@H](O)C1,0.9093,0.7099,2.7098
COc1ccc(S(=O)(=O)N2CCC[C@H](C(=O)N3CCC[C@H](C(=O)[O-])C3)C2)cc1,0.0844,0.7004,3.14
CCC[C@H](C#N)[C@@H](O)c1ccc(C(F)(F)F)cc1,3.6787,0.8694,3.2041
O=c1[nH]c(CSc2nnnn2-c2ccc(O)cc2)nc2ccccc12,1.8967,0.5431,2.3444
COc1cccc(N2C[C@H](NC(=O)COc3cccc(N(C)C)c3)CC2=O)c1,2.0617,0.7961,2.6005
CCCc1noc(Cn2cccc2[C@@H](C)[NH2+]CC)n1,1.5162,0.8314,3.9338
COC(=O)c1ccccc1-n1c(C)cc(CO)c1C,2.373,0.8615,2.1251
COc1cc(/C=N/NC(=O)[C@H](OC)c2ccccc2)cc(Br)c1OC,3.3041,0.5552,2.6586
COC(=O)c1ccc(Cl)cc1OC(=O)c1csc(C)n1,3.1107,0.6352,2.1732
C=CCN(CC(=O)[O-])C(=O)N1CCC[C@@H]1C(=O)OCC,-0.6282,0.4984,3.4013
Cc1cccc([N+](=O)[O-])c1S(=O)(=O)NC[C@H](C)CN1CC[NH+](C)CC1,-0.3521,0.5226,3.9311
Cc1ccc(Cn2cnc([N+](=O)[O-])n2)cc1,1.543,0.5836,2.1459
FC(F)Oc1ccc(N2CC[NH+]3CCC[C@@H]3C2)cc1,1.1553,0.8977,4.3486
COc1ccc(NC(=O)c2cc3c(=O)n(C)c4ccccc4c3n2C)c(OC)c1,3.2997,0.5692,2.2619
O=C(C=C1CCSCC1)NC[C@H]1CCCO[C@@H]1c1ccccc1,3.7239,0.8304,3.6006
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)NCCCO)C(=O)C2,0.6836,0.717,4.2168
C[C@@H]1[C@H](C)S(=O)(=O)CCN1C(=O)N[C@@H]1CCc2cc(Cl)ccc21,2.5443,0.8389,3.8268
COc1cccc(Cn2ncc3ccc(C(=O)N[C@@H](C)c4ccccc4)cc32)c1,4.5842,0.505,2.4467
CCC(=O)N[C@H]([NH2+]C[C@H]1CCCO1)C(Cl)(Cl)Cl,0.9513,0.5954,4.5093
CC(=O)c1c(C)[nH]c(C(=O)N2CCC(C(=O)NCCc3ccccn3)CC2)c1C,2.4402,0.7332,2.3161
CCC1CCC([NH2+]CC(=O)Nc2ccc(F)c(F)c2F)CC1,2.5746,0.8043,3.2792
Cc1[nH+]ccn1C[C@H](C)C[NH2+][C@@H](C)c1ccc(F)cn1,1.1054,0.8562,5.2323
CNc1ccc(C(=O)N2CCC(C)(C)C2)cc1C,2.9088,0.8626,2.1576
CCN(Cc1ccccc1)C(=O)[C@H]1CSc2nc(C(C)(C)C)cc(=O)n2C1,3.3114,0.7446,3.2062
COc1ccc(F)c(N[C@H](C[NH3+])c2ccccc2Br)c1,2.9919,0.8702,3.0537
CCOCCCn1c(=O)c2ccccc2n2c(S[C@@H]3CCCCC3=O)nnc12,3.0746,0.5605,3.0684
CCC[C@@H]1NC(=O)[C@H](CC)N(c2cc(C)cc(F)c2)C1=O,2.5442,0.9251,3.2629
Cc1ccc(C(=O)Cc2cc(C#N)c(C#N)cc2O)cc1,2.8694,0.8667,2.3544
CC[C@H](C(=O)N1CCN(Cc2ccccc2)c2ncccc21)c1ccccc1,4.6286,0.6271,2.6655
CN(C(=O)CSc1nnc(NCc2ccccc2)s1)C1(C#N)CCCCC1,3.9272,0.6844,2.6113
C[NH2+][C@H](Cc1ccc(C)cn1)[C@@H]1COCCO1,-0.0903,0.8203,4.2123
CC(C)(C)c1ccc(NC(=O)NC(=O)c2ccc([N+](=O)[O-])s2)cc1,3.9157,0.6272,2.242
C[C@H]1Oc2ccc(NC(=O)N3CCC[C@H]3c3ccc(F)cc3)cc2NC1=O,3.9141,0.815,2.9876
CN[C@](C)(C(=O)OC)c1cc(F)c(C)cc1F,1.8808,0.8289,2.9908
O=C(Oc1ccc(Br)cc1)c1cccc(N2C(=O)[C@H]3CC=CC[C@@H]3C2=O)c1,4.1239,0.3085,2.9481
Cc1cn(C)nc1NC(=S)N(Cc1ccccc1)Cc1ccccc1,4.1277,0.6749,2.2164
CCOCc1ccc(CNC(=O)N(C)Cc2ccc(F)cc2)cc1,3.7038,0.8174,1.8755
CC[C@H]1CN(CCN2CCOC2=O)c2ccccc2O1,2.1162,0.8477,2.9476
CC[C@@H]1CCCC[C@]1([NH3+])Cc1nc2ccccc2n1CC,3.1796,0.9083,3.6898
Cc1cc(N2CCCC2)nc(N2CCN(S(=O)(=O)c3ccc4ccccc4c3)CC2)n1,3.0493,0.6178,2.2514
CCOC(=O)[C@]1(N)CC[C@H]([NH+](C)[C@@H](C)C(C)C)C1,0.3587,0.7149,4.9784
CC(C)SCc1n[nH]c(CO)n1,0.9386,0.7469,3.1707
CC1(C)CCC([NH+]2CCCC[C@H]2c2ncc[nH]2)CC1,2.4884,0.8424,4.8966
O=C(NCC[NH+]1CCN(C(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1)c1ccc2c(c1)OCO2,0.7476,0.4924,3.2286
C=CC[n+]1c(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)csc1Nc1ccccc1,3.6531,0.4363,2.6727
CCCCc1nc(Cl)c(CN2CC[C@@]3(CCCNC3=O)C2)[nH]1,2.5078,0.8734,3.8677
O=C(C[S@@](=O)C/C=C/c1ccccc1)NNC(=O)c1ccc(F)cc1,2.0488,0.778,2.8581
CNc1cccc(CN(C)c2ccccc2OC)[nH+]1,2.1874,0.8959,3.327
C/C=C/C(=O)N1C[C@@H](C)[C@H](C(=O)OC)C1,0.83,0.5098,3.3893
COC(=O)C[C@H]1CN(C(=O)CCl)NC1=O,-0.7221,0.5395,3.6861
COc1coc(C(=O)N2CCC[C@H](Cc3nc4ccccc4[nH]3)C2)cc1=O,2.6196,0.7634,2.9793
CC[C@H](c1ccccc1)S(=O)(=O)c1nc[n-]n1,1.3588,0.8275,4.0779
CCc1nncn1CCNC(=O)N[C@H]1C[C@@](C)(OC)C1(C)C,1.3433,0.8399,3.9412
CC(C)C[NH2+]Cc1ccccc1OC[C@H]1CN(C)CCO1,1.1154,0.8291,3.678
CN(Cc1ccc(F)cc1)C(=O)C[NH+]1CCC(C(=O)N2CCOCC2)CC1,-0.0622,0.8045,3.2316
COc1ccc(NC(=O)[C@H](C)[NH+]2CCC(c3c[nH]c4ccccc34)CC2)cc1Cl,3.6194,0.5837,3.5891
COc1ccccc1C(=O)N1[C@@H](C(=O)[O-])COC12CC[NH+](Cc1ccccc1)CC2,-0.1387,0.7656,4.4804
CCOc1ccc(NC(=O)CSC2=Nc3ccccc3C3=N[C@@H](C(C)C)C(=O)N23)cc1,4.0717,0.7126,3.0402
Cn1cc([N+](=O)[O-])c(=O)n(CC(C)(C)C(=O)NN)c1=O,-1.5287,0.3149,3.073
Oc1cccc(N2CCN(c3ncnc4ccc(F)cc34)CC2)c1,2.8011,0.7805,2.1172
C[C@H]([NH3+])c1ccc(O[C@@H]2CCC[C@H](S(C)(=O)=O)C2)cc1,1.7241,0.9269,3.8604
C[C@@H](NC[C@H](c1cccs1)N(C)C)c1nc2c(s1)CCCC2,4.0369,0.8323,3.3971
Cc1n[nH]c(C)c1C[C@H](C)C(=O)Nc1cccc(COC(C)C)c1,3.7688,0.7884,2.8639
COc1cc(C(=O)NC[C@@H]2CN(Cc3ccccc3)CCO2)cc(Cl)c1OC,2.988,0.7606,2.5194
C#CCn1c(CCNC(=O)COc2ccc(Cl)cc2)nc2ccccc21,3.0606,0.6452,2.1584
CCc1cc(NC(=O)c2cc(S(N)(=O)=O)ccc2Cl)[nH]n1,1.5252,0.7955,2.5356
CC(C)C[C@H](NC(=O)Cn1cnc2ccccc2c1=O)c1nc2ccccc2[nH]1,3.1764,0.5221,2.7291
Cc1cc(C[C@@H](C)NC(=O)NC[C@@H]2CCCN(c3ncccn3)C2)n[nH]1,1.6549,0.7362,3.3473
COCC[C@@H]([NH2+]C[C@]1(O)CCOC1)c1ccc(F)cc1,0.6181,0.7858,4.129
CC(C)c1ccccc1-n1ccnc1SCc1nnsc1Cl,4.7929,0.5929,2.6343
C[C@@H](C(=O)NC1CCC2(CC1)OCCO2)c1ccc2ccccc2c1,3.7452,0.8996,3.2763
COc1cccc(CN2CC[NH+](Cc3ccc(C)o3)C[C@H]2CCO)c1,1.2483,0.8024,4.04
COc1ccc(C[C@@H]2CCC[NH+]2CC(=O)NC2CCN(C(C)=O)CC2)cc1,0.4121,0.7746,3.9044
CSc1ccc(N2CC[C@H]3CCCC[C@@H]32)nn1,2.9674,0.7463,3.275
Cc1nn(CC(=O)N(c2ccccc2)C(C)C)c(C)c1[N+](=O)[O-],2.8497,0.6226,2.291
COc1ccccc1-c1ccc(CN(C)[C@H]2CC[NH+](C)[C@@H](C)C2)cc1,2.8596,0.8953,3.832
COCCC[NH+](C)[C@H]1CCc2ccc(OC)cc2[C@@H]1N,0.561,0.7627,4.3246
CC[C@H]1S/C(=N\N=C\c2ccc(N(C)C)cc2)N(Cc2ccccc2)C1=O,3.9967,0.5424,2.8987
Cc1ccc(CNC(=O)NNc2cccc(F)c2F)cc1F,3.2386,0.7475,2.1505
CN(c1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1)S(=O)(=O)c1ccc(Cl)cc1,3.8238,0.5878,2.1013
CSc1ccc(-c2ccnc3nc(N4C[C@H](C)C[C@@H](C)C4)[nH]c(=O)c23)cc1,4.1893,0.6634,3.4265
CC1=C(C(=O)N2CCC(C(=O)Nc3ccncc3)CC2)C(=O)OC1(C)C,1.9106,0.6633,2.575
Cc1ccc(-c2csc(N3CCC[C@H](c4nncn4C(C)C)C3)n2)cc1,4.6749,0.6421,2.9816
O=C(COc1ccc(F)cc1F)Nc1ccc([N+](=O)[O-])cc1,2.8905,0.6744,1.7561
C/[NH+]=C(/NCCc1nc(C)no1)N[C@H]1CC[NH+](C2CCCC2)C1,-2.2341,0.3864,5.2426
N#C/C(=C\n1c([S-])nc2ccc([N+](=O)[O-])cc21)c1cccc(Cl)c1,4.0254,0.2953,3.2176
CN(C[C@@H]1CCCCO1)c1nc(C(F)(F)F)ccc1C[NH3+],1.8476,0.9295,3.5601
Fc1nc(Br)ccc1Br,2.7457,0.6458,2.8678
CCN(C(=O)c1c(C(F)(F)F)ccnc1NC)c1c(C)cccc1C,4.4256,0.8485,2.6439
CCCCOc1c(F)c(F)c(C(=O)Cl)c(F)c1F,3.8009,0.3449,2.5274
C[C@@H](C(=O)NC1CCCC1)S(=O)(=O)Cc1noc(-c2ccsc2)n1,2.1602,0.8398,3.0865
N#C[C@@H](C(=O)NC1CCCCC1)C(=O)C1CCN(c2nc3ccccc3o2)CC1,3.202,0.7703,3.0775
COc1ccc(-c2n[nH]c(NCc3ccco3)nc2=O)cc1,2.0456,0.752,2.2901
Cc1nn(-c2cccc(Cl)c2)c2c1[C@H](c1ccccc1Cl)C(C#N)=C(N)O2,4.7057,0.6497,2.9676
C[C@H]1CN2C(=O)CN(C(=O)c3cccc4c3-c3ccccc3C4=O)C[C@@H]2c2ccccc21,4.0408,0.4484,3.2739
CN1CC[C@@H](NC(=O)N[C@H]2C[C@@H]2c2cccc(Cl)c2Cl)C1=O,2.3792,0.8866,3.4778
CC(C)(C)CNC(=O)NCCc1csc(N2CCCC2)n1,2.6311,0.8759,2.404
CCOc1ccc(F)c(C(=O)N[C@H]2C[C@](C)(OC)C2(C)C)c1F,3.2969,0.8869,3.5731
COC[C@H]1CCC[NH+](Cc2cccnc2)C1,0.5229,0.8182,4.445
Cn1c(=O)c2c(ncn2CCCC(=O)/N=c2\[nH]c3ccccc3n2C2CCCCC2)n(C)c1=O,2.1294,0.4904,3.0198
CC(C)C[C@@H](c1nnnn1C[C@@H]1CCCO1)N1CC[NH+](C2CCCC2)CC1,1.0824,0.7809,4.4475
CCCOc1ccccc1NC(=O)c1cccc(S(=O)(=O)N2CCN(C)CC2)c1,2.6638,0.7465,1.9772
O=C(NC(=S)Nc1ccccc1C(=O)NCc1ccccc1)c1ccco1,3.3364,0.5816,1.9291
Cc1n[nH]cc1C[NH+]1CCC(c2cnn(C)c2)CC1,0.4141,0.8579,4.4381
CC[C@H]1CN(C(=O)Cn2c(C)nc3ccccc3c2=O)C[C@@H]1[NH+](C)C,0.0864,0.8789,3.8274
Cc1csc(C[C@@H]2CCC(=O)[C@H]2C)n1,2.6092,0.7469,3.5095
CC[NH+]1CC[C@H](NC(=O)[C@@H]2COCCO2)[C@@H]1c1ccc(Cl)c(F)c1,0.7289,0.8493,4.7081
CO[C@H]1CCCC[C@H]1NC(=O)c1cnc(C)c(Cl)c1Br,3.4933,0.8763,3.3552
CCCCc1ccc(NC(=O)Cn2cccc2C=O)cc1,3.2819,0.7798,2.0794
COc1cc(C(N)=O)c(OC)c([N+](=O)[O-])c1,0.7109,0.6113,2.1697
O=C1O[C@H](c2ccccc2)Cc2cc(C(=O)N3CCCCC3)ccc21,3.7669,0.7619,2.5182
CC(=O)C1=C(C)Oc2ncn3nc(-c4cccnc4)nc3c2[C@H]1c1ccco1,3.1666,0.5364,3.4023
Cc1ccc(/C=C/C(=O)N2CCN(Cc3c(C)noc3C)CC2)cc1,2.9575,0.7962,2.1833
CCCCCC(C)(C)C(=O)N1CC[C@H](Cc2cnn(C)c2)C1,3.4176,0.7093,3.0253
C[NH+](C)[C@H](CNC(=O)C(=O)Nc1ccc(C#N)cc1)C1CCCCC1,0.7064,0.7002,3.4629
CCN(Cc1cccc(C)n1)C(=O)Cc1nc(CCl)cs1,3.1765,0.756,2.5234
O=C(CC1c2ccccc2CCc2ccccc21)NCc1ccncn1,3.4136,0.7737,2.3411
CCOc1cccc(C(=O)Nc2cc(C)on2)c1,2.634,0.8972,1.8042
COc1cccc(-c2cc(C(=O)N[C@H](C)c3cnn(C)c3C)c3c(C)nn(C)c3n2)c1,3.4852,0.5243,2.889
CC(C)c1ccc([C@@H]2C[C@@H]2/C([O-])=N/S(=O)(=O)CCCF)cc1,2.3617,0.5708,3.8569
CC[NH+]1CCC[C@@H]1CNC(=O)N(C)CCc1ccccc1,0.9377,0.8155,4.0619
C[C@@H]1CC[C@H]([C@H]([NH3+])Cc2nc3ccccc3n2C)C1,2.1625,0.9037,3.7716
[NH3+][C@@H]1CC[C@H](OCc2ccc(Cl)cc2[N+](=O)[O-])C1,1.9278,0.675,3.7508
[S-]c1ncc(Cc2ccc(Cl)c(Cl)c2)s1,3.9465,0.7435,2.9741
COc1cc(Cl)ccc1/N=C/c1cc(Br)ccc1O,4.5673,0.7951,2.2896
[NH3+]C1CCN(Cc2c(Cl)cccc2Cl)CC1,2.1997,0.8704,2.7654
C[C@H]1NC(=S)N(c2ccc(Oc3ccncc3)cc2)C1=O,2.4835,0.8817,2.7462
CN(CCC1CC1)C(=O)c1ccc(C(=O)OC(C)(C)C)cc1,3.514,0.7641,2.0194
O=C(Cc1ccc(Cl)cc1)NC(=S)Nc1cccc2c1C(=O)N(c1ccccc1)C2=O,4.1963,0.4427,2.1868
O=C(NC(=S)Nc1ccc([N+](=O)[O-])cc1Cl)c1ccccc1Cl,4.0284,0.4668,1.97
COc1cc(C)c(C(=O)Cl)cc1OC,2.3912,0.7255,1.8725
C[C@H](Sc1nccn1C)c1c(F)cccc1F,3.5516,0.7609,2.8279
CCOC[C@@H]1CCC[NH+](Cc2cc[nH]c2)C1,0.8461,0.7731,4.9306
C[C@@H](CC[NH3+])[NH+](C)[C@@H]1CCOC2(CCCCC2)C1,0.4035,0.7674,5.7597
O=C(Nc1c(F)cccc1F)[C@H]1CCCN(S(=O)(=O)Cc2c(Cl)cccc2Cl)C1,4.4521,0.682,2.7618
Cc1[nH]c2ccc(C(=O)Nc3ccc4c(c3)CCC4)cc2c1C,4.5257,0.6863,2.0317
Cc1ccc(NC(=O)[C@H]2CCC[NH+](C)C2)cc1S(=O)(=O)NC(C)(C)C,0.935,0.7508,3.9139
CC1(C)Cc2occc2[C@H]([NH2+]C2CC[NH+](C(C)(C)C)CC2)C1,1.7023,0.8636,5.2812
CCNC(=O)c1cccc(CNc2cc(C)nc3ncnn23)c1,1.7945,0.7557,2.3
Cc1c([C@@H](C)OC(=O)C(C)(C)NS(C)(=O)=O)oc2ccccc12,2.6732,0.8432,3.2158
C[C@@H](CNC(=O)NC1CCC(Oc2ccc(C#N)cn2)CC1)[NH+](C)C1CC1,1.0081,0.6754,4.099
COc1ccc(N2/C(=N\C(=O)C3CCCCC3)S[C@H]3CS(=O)(=O)C[C@H]32)cc1Cl,3.5303,0.6957,3.4207
O=C(NCCC[NH+]1CCCC1)C(=O)Nc1ccc2c(c1)CCO2,-0.255,0.5352,3.4607
O=C(CC1C[C@H]2CC[C@@H](C1)[NH2+]2)NCc1ccsc1,1.2588,0.8556,5.2379
COC(=O)c1ccc(OCC(=O)c2ccc3c(c2)NC(=O)CO3)cc1,2.0658,0.6641,2.0789
COc1ccccc1COC1CCN(C(=O)NCc2cc(C#N)ccc2F)CC1,3.5968,0.7881,2.3154
Cc1cc(NC(=O)c2ccco2)sc1C(=O)NCc1ccncc1,3.2268,0.7345,2.2942
Cc1cccn2c(C[NH+](C)C3C[C@H]4CC[C@@H](C3)N4C(=O)OC(C)(C)C)cnc12,2.5879,0.8814,5.2521
O=C(Cc1ccccc1NC(=O)c1cc2cccn2cn1)NC1CCCCC1,3.578,0.6971,2.4205
CC(C)CCNC(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.6863,0.7855,2.3013
COCCn1nc(C)c(NC(=O)Nc2cc(-n3cccc3)ccc2F)c1C,3.7201,0.6739,2.4388
[NH3+]C[C@H]1CCC[C@@H]1N1CCCCCC1=O,0.7996,0.7331,3.7306
Cc1ccccc1[C@H](CC(=O)N(C)[C@H](C)c1ccccc1F)NC(N)=O,3.4532,0.813,2.9608
CCN1C(=O)/C(=c2/sc3nc(=O)c(Cc4ccccc4)nn3c2=O)c2ccccc21,1.3864,0.5093,2.5586
COc1ccc(Cl)cc1N1C[C@H](C(=O)NC[C@@H](c2ccccc2)[NH+](C)C)CC1=O,1.7035,0.7275,3.575
O=S(=O)(c1ccc2c(c1)OCCO2)c1nc(-c2ccccc2F)oc1NCc1ccc(F)cc1,4.8359,0.4007,2.5096
CN(CC1CC[NH+](CCc2ccccc2F)CC1)C(=O)[C@@H]1CC12CCC2,2.3117,0.8296,4.5234
Cc1ccc(NC2(C(=O)N3CCn4c[nH+]cc4C3)CCCCC2)cc1C,3.0762,0.9108,3.4507
C[C@@H]1Cc2ccccc2N1S(=O)(=O)c1cccc2cnccc12,3.3747,0.712,2.6624
CC(C)CN(C(=O)NC[C@H](C(=O)N1CCOCC1)c1ccccc1)C1CC1,2.459,0.7982,2.8279
C[C@H](Cc1cccs1)NC(=O)NC[C@@H]1CC[NH+](CC(F)(F)F)C1,1.4454,0.7217,4.5628
CC(=O)c1cccc(OCCCC(=O)N[C@@H]2[C@H]3CCO[C@@H]3C2(C)C)c1,2.9779,0.6034,3.4542
COCCN1C(=O)/C(=C/c2c(N[C@@H](C)c3ccccc3)nc3c(C)cccn3c2=O)SC1=S,4.0236,0.3898,3.0818
Nc1ccc2c(NCc3ccc(N4CCOCC4)c(F)c3)nc[nH+]c2n1,1.6139,0.7454,3.2149
C[NH2+]C[C@H](C)C(=O)NC[C@@H](C)C[NH+]1CCCC1,-1.7533,0.5178,5.7014
Cc1cc(C)n2c(SCc3nnc(-c4ccc(Cl)cc4)o3)nnc2n1,3.7368,0.49,2.4683
COc1ccc([C@H](CC(=O)[O-])NC(C)=O)cc1,0.0124,0.8031,2.7522
Cc1cc(CS[C@H](C)C(=O)Nc2ccc(Cl)cc2)no1,3.8968,0.8799,2.5294
CC[NH+](C)C[C@@H]1CC[NH+](CCC(=O)Nc2ccc3c(c2)OCO3)C1,-0.8167,0.639,5.0036
O=C(NCCn1cccc1)Nc1c(F)cc(F)cc1F,2.7271,0.8857,2.3357
CC(C)[C@H](C(N)=O)n1cnc2sc3c(c2c1=O)CCC3,1.6291,0.9412,3.083
C[C@@H](C[NH+]1CCCCC1)NC(=O)NC[C@H]1COc2ccccc2O1,0.5829,0.7522,4.1613
CCc1ccc(N2C[C@@H](C(=O)N(C)CCC(=O)OC)CC2=O)cc1,1.6234,0.749,2.5919
CCN(C)C(=O)[C@@H]1Cc2[nH+]c[nH]c2CN1,-0.6786,0.7073,4.7942
CCn1c(CCNC(=O)c2ccccc2COC)n[nH]c1=S,2.0795,0.7696,2.296
Cc1nc(-c2ccc(CCNC(=O)c3cc(-c4ccccc4)[nH]n3)cc2)cs1,4.4811,0.4893,2.183
C[C@@H](C(=O)N1CCCC1)N1CCN(C(=O)CC(C)(C)C)CC1,1.5777,0.802,2.5889
C[C@@H]1CCC[C@H]([NH2+][C@@H]2C[C@H](C)N(C)C2)C1,1.2211,0.7367,5.0287
CC[C@H](C)c1ccc([C@H](NC(=O)c2ccc(-n3ccnc3)nc2)c2cccs2)cc1,5.3617,0.4265,3.1368
Cc1sc2nc(CC(=O)c3ccc(F)c(Cl)c3)[nH]c(=O)c2c1C,3.8193,0.7077,2.3735
CC1(C)CCSC[C@H]1[NH2+]Cc1cccc(S(N)(=O)=O)c1,0.9291,0.8805,4.0633
C=CCc1ccccc1Oc1nc(C2CC2)ns1,3.9363,0.7362,2.6324
C[C@H]([NH2+]C1CCN(c2nccs2)CC1)[C@H](O)c1ccc(F)c(F)c1,2.0756,0.8681,4.0397
CC[C@H]1COCCN1Cc1cccc(C)c1C,2.9142,0.7889,2.6119
COc1ccc([C@@H]2Nc3ccc(S(=O)(=O)NC(C)(C)C)cc3[C@H]3C=CC[C@H]32)cc1,4.5985,0.6887,3.4244
CC[C@H](C#N)CNc1nc(Cl)nc(NC(C)C)n1,2.307,0.8246,3.4142
Nc1ccc(F)c([N-]S(=O)(=O)c2cc(Cl)cc(Cl)c2)c1,4.1088,0.8262,3.2729
N#CC1=C(SCC(=O)Nc2cccc(Cl)c2)N=C([O-])[C@H](C#N)C12CCCCC2,3.6096,0.789,4.0352
N#CCCN(C(=O)CN1CCN(C(=O)c2ccccc2)CC1)c1ccccc1,2.3913,0.7767,2.051
O=C([O-])c1ncc2ccccc2n1,-0.0067,0.6256,2.6407
C[C@@H](C(=O)Nc1cccc(C#N)c1)N1CCN(S(C)(=O)=O)CC1,0.4625,0.88,2.4959
CSCC[C@H](C)NC(=O)CCc1c(C)nc2c(c1C)c(=O)[nH]n2C,2.0688,0.8046,3.2502
Cc1ccccc1C(=O)N[C@@H](C(=O)N1CCC[C@H](c2nnc3n2CCCCC3)C1)C(C)C,3.4735,0.7598,3.1639
CNC(=O)c1ccc(CS(=O)(=O)c2nc(-c3ccccc3)cs2)cc1,3.1436,0.7363,2.1666
Cc1ccc(NC(=O)C(=O)NCCc2ccccc2F)c(C)c1,2.7399,0.8482,1.8268
CCCC(=O)N1CCN(c2ccc(NC(=S)NC(=O)c3ccc(C)cc3C)cc2Cl)CC1,4.5323,0.5982,2.2456
CNC(=O)[C@H](C)CN(C)C(=O)c1ccc(-n2nc(C)cc2C)c(F)c1,2.0823,0.9051,2.8572
C[C@@H](CO)[C@@H](C)Nc1ccc(S(=O)(=O)C(F)F)cc1[N+](=O)[O-],2.0199,0.5842,3.3621
CCc1cccc(C)c1NC(=O)NCc1ccccc1-n1ccnc1,4.0648,0.7117,2.1813
